Entity,Code,Year,Annual CO₂ emissions from coal (per capita)
Afghanistan,AFG,1949,0.0019921463
Afghanistan,AFG,1950,0.0027092993
Afghanistan,AFG,1951,0.0032550937
Afghanistan,AFG,1952,0.0039695613
Afghanistan,AFG,1953,0.0046869693
Afghanistan,AFG,1954,0.005178148
Afghanistan,AFG,1955,0.007480262
Afghanistan,AFG,1956,0.007367609
Afghanistan,AFG,1957,0.008959124
Afghanistan,AFG,1958,0.010500479
Afghanistan,AFG,1959,0.0123933535
Afghanistan,AFG,1960,0.014069101
Afghanistan,AFG,1961,0.019087305
Afghanistan,AFG,1962,0.031557962
Afghanistan,AFG,1963,0.02746715
Afghanistan,AFG,1964,0.030613236
Afghanistan,AFG,1965,0.0379689
Afghanistan,AFG,1966,0.04175642
Afghanistan,AFG,1967,0.03801423
Afghanistan,AFG,1968,0.030903723
Afghanistan,AFG,1969,0.03292387
Afghanistan,AFG,1970,0.038704056
Afghanistan,AFG,1971,0.03104099
Afghanistan,AFG,1972,0.016073296
Afghanistan,AFG,1973,0.02555889
Afghanistan,AFG,1974,0.024435952
Afghanistan,AFG,1975,0.031211058
Afghanistan,AFG,1976,0.032544296
Afghanistan,AFG,1977,0.033781588
Afghanistan,AFG,1978,0.042333934
Afghanistan,AFG,1979,0.02575827
Afghanistan,AFG,1980,0.023977105
Afghanistan,AFG,1981,0.027930604
Afghanistan,AFG,1982,0.035001975
Afghanistan,AFG,1983,0.03523727
Afghanistan,AFG,1984,0.03508027
Afghanistan,AFG,1985,0.03498723
Afghanistan,AFG,1986,0.03721727
Afghanistan,AFG,1987,0.03888575
Afghanistan,AFG,1988,0.03179645
Afghanistan,AFG,1989,0.028388536
Afghanistan,AFG,1990,0.023117363
Afghanistan,AFG,1991,0.02039623
Afghanistan,AFG,1992,0.0016555485
Afghanistan,AFG,1993,0.0012259778
Afghanistan,AFG,1994,0.0009041401
Afghanistan,AFG,1995,0.00085879175
Afghanistan,AFG,1996,0.00041253676
Afghanistan,AFG,1997,0.00019856819
Afghanistan,AFG,1998,0.00019123177
Afghanistan,AFG,1999,0.00018423362
Afghanistan,AFG,2000,0.00018201387
Afghanistan,AFG,2001,0.0034320133
Afghanistan,AFG,2002,0.0025708524
Afghanistan,AFG,2003,0.004029375
Afghanistan,AFG,2004,0.0038878375
Afghanistan,AFG,2005,0.0043539377
Afghanistan,AFG,2006,0.0063303714
Afghanistan,AFG,2007,0.028848331
Afghanistan,AFG,2008,0.04067632
Afghanistan,AFG,2009,0.05509453
Afghanistan,AFG,2010,0.07940974
Afghanistan,AFG,2011,0.12776044
Afghanistan,AFG,2012,0.092319265
Afghanistan,AFG,2013,0.093928635
Afghanistan,AFG,2014,0.098771766
Afghanistan,AFG,2015,0.07209999
Afghanistan,AFG,2016,0.06976441
Afghanistan,AFG,2017,0.08107329
Afghanistan,AFG,2018,0.087653495
Afghanistan,AFG,2019,0.08646173
Afghanistan,AFG,2020,0.09303258
Afghanistan,AFG,2021,0.07483643
Afghanistan,AFG,2022,0.08595927
Afghanistan,AFG,2023,0.09327464
Afghanistan,AFG,2024,0.09131618
Africa,OWID_AFR,1884,0.00016810493
Africa,OWID_AFR,1885,0.00027865346
Africa,OWID_AFR,1886,0.00036027696
Africa,OWID_AFR,1887,0.00035830968
Africa,OWID_AFR,1888,0.00060305005
Africa,OWID_AFR,1889,0.0009820405
Africa,OWID_AFR,1890,0.0022003131
Africa,OWID_AFR,1891,0.0021923848
Africa,OWID_AFR,1892,0.0035353242
Africa,OWID_AFR,1893,0.013219625
Africa,OWID_AFR,1894,0.017834708
Africa,OWID_AFR,1895,0.024409406
Africa,OWID_AFR,1896,0.031057494
Africa,OWID_AFR,1897,0.034764815
Africa,OWID_AFR,1898,0.043902785
Africa,OWID_AFR,1899,0.039936516
Africa,OWID_AFR,1900,0.016815761
Africa,OWID_AFR,1901,0.028121473
Africa,OWID_AFR,1902,0.04176499
Africa,OWID_AFR,1903,0.056402333
Africa,OWID_AFR,1904,0.06341765
Africa,OWID_AFR,1905,0.07276437
Africa,OWID_AFR,1906,0.08275714
Africa,OWID_AFR,1907,0.0909625
Africa,OWID_AFR,1908,0.09390756
Africa,OWID_AFR,1909,0.10735923
Africa,OWID_AFR,1910,0.12100435
Africa,OWID_AFR,1911,0.11665492
Africa,OWID_AFR,1912,0.12317982
Africa,OWID_AFR,1913,0.13432744
Africa,OWID_AFR,1914,0.1315729
Africa,OWID_AFR,1915,0.13287483
Africa,OWID_AFR,1916,0.15644318
Africa,OWID_AFR,1917,0.16825138
Africa,OWID_AFR,1918,0.16041791
Africa,OWID_AFR,1919,0.16547768
Africa,OWID_AFR,1920,0.18311934
Africa,OWID_AFR,1921,0.18035407
Africa,OWID_AFR,1922,0.15248175
Africa,OWID_AFR,1923,0.18363054
Africa,OWID_AFR,1924,0.19124873
Africa,OWID_AFR,1925,0.19829196
Africa,OWID_AFR,1926,0.20996568
Africa,OWID_AFR,1927,0.20349817
Africa,OWID_AFR,1928,0.20427981
Africa,OWID_AFR,1929,0.20636833
Africa,OWID_AFR,1930,0.19180816
Africa,OWID_AFR,1931,0.16469581
Africa,OWID_AFR,1932,0.14567503
Africa,OWID_AFR,1933,0.15482448
Africa,OWID_AFR,1934,0.17546919
Africa,OWID_AFR,1935,0.1921689
Africa,OWID_AFR,1936,0.20624281
Africa,OWID_AFR,1937,0.21882208
Africa,OWID_AFR,1938,0.22657107
Africa,OWID_AFR,1939,0.23089063
Africa,OWID_AFR,1940,0.23844627
Africa,OWID_AFR,1941,0.25232804
Africa,OWID_AFR,1942,0.27291793
Africa,OWID_AFR,1943,0.27320227
Africa,OWID_AFR,1944,0.29871535
Africa,OWID_AFR,1945,0.29842058
Africa,OWID_AFR,1946,0.29663548
Africa,OWID_AFR,1947,0.28946483
Africa,OWID_AFR,1948,0.29368797
Africa,OWID_AFR,1949,0.3075338
Africa,OWID_AFR,1950,0.3027164
Africa,OWID_AFR,1951,0.31290087
Africa,OWID_AFR,1952,0.33439985
Africa,OWID_AFR,1953,0.32607892
Africa,OWID_AFR,1954,0.33007395
Africa,OWID_AFR,1955,0.36204374
Africa,OWID_AFR,1956,0.36916834
Africa,OWID_AFR,1957,0.37502775
Africa,OWID_AFR,1958,0.3810892
Africa,OWID_AFR,1959,0.36723083
Africa,OWID_AFR,1960,0.36516136
Africa,OWID_AFR,1961,0.3616024
Africa,OWID_AFR,1962,0.35853463
Africa,OWID_AFR,1963,0.3580947
Africa,OWID_AFR,1964,0.36984
Africa,OWID_AFR,1965,0.38967225
Africa,OWID_AFR,1966,0.37676874
Africa,OWID_AFR,1967,0.3768808
Africa,OWID_AFR,1968,0.38281074
Africa,OWID_AFR,1969,0.3804399
Africa,OWID_AFR,1970,0.38396212
Africa,OWID_AFR,1971,0.40015435
Africa,OWID_AFR,1972,0.40022254
Africa,OWID_AFR,1973,0.39050657
Africa,OWID_AFR,1974,0.38716426
Africa,OWID_AFR,1975,0.3882897
Africa,OWID_AFR,1976,0.40001786
Africa,OWID_AFR,1977,0.39986378
Africa,OWID_AFR,1978,0.392923
Africa,OWID_AFR,1979,0.4213851
Africa,OWID_AFR,1980,0.44048113
Africa,OWID_AFR,1981,0.4777973
Africa,OWID_AFR,1982,0.48869818
Africa,OWID_AFR,1983,0.49490783
Africa,OWID_AFR,1984,0.52720153
Africa,OWID_AFR,1985,0.5275708
Africa,OWID_AFR,1986,0.5319236
Africa,OWID_AFR,1987,0.52837443
Africa,OWID_AFR,1988,0.53058964
Africa,OWID_AFR,1989,0.50142944
Africa,OWID_AFR,1990,0.46026626
Africa,OWID_AFR,1991,0.4644933
Africa,OWID_AFR,1992,0.4257316
Africa,OWID_AFR,1993,0.45820186
Africa,OWID_AFR,1994,0.46332142
Africa,OWID_AFR,1995,0.47391963
Africa,OWID_AFR,1996,0.47021523
Africa,OWID_AFR,1997,0.4683684
Africa,OWID_AFR,1998,0.44990227
Africa,OWID_AFR,1999,0.45227572
Africa,OWID_AFR,2000,0.44556615
Africa,OWID_AFR,2001,0.43655142
Africa,OWID_AFR,2002,0.41307244
Africa,OWID_AFR,2003,0.4362027
Africa,OWID_AFR,2004,0.45451483
Africa,OWID_AFR,2005,0.4374292
Africa,OWID_AFR,2006,0.43282336
Africa,OWID_AFR,2007,0.43286252
Africa,OWID_AFR,2008,0.44566122
Africa,OWID_AFR,2009,0.40532315
Africa,OWID_AFR,2010,0.4123257
Africa,OWID_AFR,2011,0.39322305
Africa,OWID_AFR,2012,0.38252655
Africa,OWID_AFR,2013,0.36791003
Africa,OWID_AFR,2014,0.38241065
Africa,OWID_AFR,2015,0.3518292
Africa,OWID_AFR,2016,0.33991653
Africa,OWID_AFR,2017,0.32703835
Africa,OWID_AFR,2018,0.33996543
Africa,OWID_AFR,2019,0.34814307
Africa,OWID_AFR,2020,0.31250882
Africa,OWID_AFR,2021,0.30698678
Africa,OWID_AFR,2022,0.29549882
Africa,OWID_AFR,2023,0.2954692
Africa,OWID_AFR,2024,0.29430142
Albania,ALB,1933,0
Albania,ALB,1934,0
Albania,ALB,1935,0
Albania,ALB,1936,0
Albania,ALB,1937,0
Albania,ALB,1938,0
Albania,ALB,1939,0
Albania,ALB,1940,0
Albania,ALB,1941,0
Albania,ALB,1942,0
Albania,ALB,1943,0
Albania,ALB,1944,0
Albania,ALB,1945,0
Albania,ALB,1946,0.018598543
Albania,ALB,1947,0
Albania,ALB,1948,0.006052062
Albania,ALB,1949,0
Albania,ALB,1950,0.034805354
Albania,ALB,1951,0.057413045
Albania,ALB,1952,0.0582382
Albania,ALB,1953,0.08453826
Albania,ALB,1954,0.11407818
Albania,ALB,1955,0.15494184
Albania,ALB,1956,0.1710242
Albania,ALB,1957,0.18345022
Albania,ALB,1958,0.18747368
Albania,ALB,1959,0.21133766
Albania,ALB,1960,0.19770667
Albania,ALB,1961,0.18949483
Albania,ALB,1962,0.20802195
Albania,ALB,1963,0.15749998
Albania,ALB,1964,0.1810665
Albania,ALB,1965,0.2085427
Albania,ALB,1966,0.2446118
Albania,ALB,1967,0.2608642
Albania,ALB,1968,0.28513646
Albania,ALB,1969,0.32386893
Albania,ALB,1970,0.40858904
Albania,ALB,1971,0.44263187
Albania,ALB,1972,0.47215155
Albania,ALB,1973,0.49861866
Albania,ALB,1974,0.50435215
Albania,ALB,1975,0.5134368
Albania,ALB,1976,0.50679547
Albania,ALB,1977,0.6619672
Albania,ALB,1978,0.8101443
Albania,ALB,1979,0.9997609
Albania,ALB,1980,0.84921974
Albania,ALB,1981,0.9480346
Albania,ALB,1982,1.0115894
Albania,ALB,1983,1.0682517
Albania,ALB,1984,1.1467915
Albania,ALB,1985,1.2301133
Albania,ALB,1986,1.2008998
Albania,ALB,1987,1.186874
Albania,ALB,1988,1.2504979
Albania,ALB,1989,1.2440457
Albania,ALB,1990,0.7623169
Albania,ALB,1991,0.450939
Albania,ALB,1992,0.24369399
Albania,ALB,1993,0.18303171
Albania,ALB,1994,0.0515517
Albania,ALB,1995,0.04947442
Albania,ALB,1996,0.03499544
Albania,ALB,1997,0.013613796
Albania,ALB,1998,0.017084956
Albania,ALB,1999,0.03451548
Albania,ALB,2000,0.021960761
Albania,ALB,2001,0.025606563
Albania,ALB,2002,0.026888782
Albania,ALB,2003,0.027026776
Albania,ALB,2004,0.027196255
Albania,ALB,2005,0.023801133
Albania,ALB,2006,0.023996945
Albania,ALB,2007,0.024241727
Albania,ALB,2008,0.03427808
Albania,ALB,2009,0.13733101
Albania,ALB,2010,0.15262856
Albania,ALB,2011,0.20135333
Albania,ALB,2012,0.23563446
Albania,ALB,2013,0.2910966
Albania,ALB,2014,0.37728342
Albania,ALB,2015,0.11123584
Albania,ALB,2016,0.06574765
Albania,ALB,2017,0.15170561
Albania,ALB,2018,0.2926534
Albania,ALB,2019,0.15621154
Albania,ALB,2020,0.19902296
Albania,ALB,2021,0.30215737
Albania,ALB,2022,0.19177724
Albania,ALB,2023,0.18267679
Albania,ALB,2024,0.17732961
Algeria,DZA,1916,0
Algeria,DZA,1917,0.0006385992
Algeria,DZA,1918,0.002541546
Algeria,DZA,1919,0.002630997
Algeria,DZA,1920,0.0031336637
Algeria,DZA,1921,0.0043493058
Algeria,DZA,1922,0.0037683567
Algeria,DZA,1923,0.0018255027
Algeria,DZA,1924,0.0037447067
Algeria,DZA,1925,0.0041666767
Algeria,DZA,1926,0.005887177
Algeria,DZA,1927,0.008734009
Algeria,DZA,1928,0.006910651
Algeria,DZA,1929,0.006528984
Algeria,DZA,1930,0.0067330953
Algeria,DZA,1931,0.008610112
Algeria,DZA,1932,0.00978886
Algeria,DZA,1933,0.011756235
Algeria,DZA,1934,0.013127187
Algeria,DZA,1935,0.014056442
Algeria,DZA,1936,0.0025349753
Algeria,DZA,1937,0.0049818396
Algeria,DZA,1938,0.0044057337
Algeria,DZA,1939,0.006737911
Algeria,DZA,1940,0.018936941
Algeria,DZA,1941,0.027024498
Algeria,DZA,1942,0.04909271
Algeria,DZA,1943,0.038421687
Algeria,DZA,1944,0.038460862
Algeria,DZA,1945,0.051332437
Algeria,DZA,1946,0.06710761
Algeria,DZA,1947,0.063451335
Algeria,DZA,1948,0.068492696
Algeria,DZA,1949,0.079615936
Algeria,DZA,1950,0.20882764
Algeria,DZA,1951,0.22015929
Algeria,DZA,1952,0.19356695
Algeria,DZA,1953,0.15836298
Algeria,DZA,1954,0.14817873
Algeria,DZA,1955,0.1555356
Algeria,DZA,1956,0.16800822
Algeria,DZA,1957,0.1842683
Algeria,DZA,1958,0.16524331
Algeria,DZA,1959,0.13065107
Algeria,DZA,1960,0.11000085
Algeria,DZA,1961,0.065811425
Algeria,DZA,1962,0.03444191
Algeria,DZA,1963,0.021099435
Algeria,DZA,1964,0.023163585
Algeria,DZA,1965,0.021345258
Algeria,DZA,1966,0.021535706
Algeria,DZA,1967,0.014790564
Algeria,DZA,1968,0.01530463
Algeria,DZA,1969,0.033431757
Algeria,DZA,1970,0.07044251
Algeria,DZA,1971,0.06392992
Algeria,DZA,1972,0.044952147
Algeria,DZA,1973,0.055563446
Algeria,DZA,1974,0.046243344
Algeria,DZA,1975,0.050472163
Algeria,DZA,1976,0.035723012
Algeria,DZA,1977,0.03552894
Algeria,DZA,1978,0.032648925
Algeria,DZA,1979,0.04956662
Algeria,DZA,1980,0.08644494
Algeria,DZA,1981,0.099324904
Algeria,DZA,1982,0.09937907
Algeria,DZA,1983,0.15310714
Algeria,DZA,1984,0.18929775
Algeria,DZA,1985,0.13984388
Algeria,DZA,1986,0.11984858
Algeria,DZA,1987,0.12659475
Algeria,DZA,1988,0.123396724
Algeria,DZA,1989,0.120631054
Algeria,DZA,1990,0.11594473
Algeria,DZA,1991,0.103485554
Algeria,DZA,1992,0.08930018
Algeria,DZA,1993,0.07052084
Algeria,DZA,1994,0.0819814
Algeria,DZA,1995,0.067951486
Algeria,DZA,1996,0.04846119
Algeria,DZA,1997,0.046699148
Algeria,DZA,1998,0.07022209
Algeria,DZA,1999,0.07129485
Algeria,DZA,2000,0.0634302
Algeria,DZA,2001,0.06689199
Algeria,DZA,2002,0.082163766
Algeria,DZA,2003,0.08665839
Algeria,DZA,2004,0.05895498
Algeria,DZA,2005,0.07137822
Algeria,DZA,2006,0.08031191
Algeria,DZA,2007,0.08809181
Algeria,DZA,2008,0.08640174
Algeria,DZA,2009,0.044908993
Algeria,DZA,2010,0.033615507
Algeria,DZA,2011,0.030380664
Algeria,DZA,2012,0.029392848
Algeria,DZA,2013,0.020220868
Algeria,DZA,2014,0.014766267
Algeria,DZA,2015,0.013367075
Algeria,DZA,2016,0
Algeria,DZA,2017,0.022148367
Algeria,DZA,2018,0.036377057
Algeria,DZA,2019,0.029451743
Algeria,DZA,2020,0.0130616175
Algeria,DZA,2021,0.026276588
Algeria,DZA,2022,0.016677475
Algeria,DZA,2023,0.015902206
Algeria,DZA,2024,0.012939657
Andorra,AND,1990,0
Andorra,AND,1991,0
Andorra,AND,1992,0
Andorra,AND,1993,0
Andorra,AND,1994,0
Andorra,AND,1995,0
Andorra,AND,1996,0
Andorra,AND,1997,0
Andorra,AND,1998,0
Andorra,AND,1999,0
Andorra,AND,2000,0
Andorra,AND,2001,0
Andorra,AND,2002,0
Andorra,AND,2003,0
Andorra,AND,2004,0
Andorra,AND,2005,0
Andorra,AND,2006,0
Andorra,AND,2007,0
Andorra,AND,2008,0
Andorra,AND,2009,0
Andorra,AND,2010,0
Andorra,AND,2011,0
Andorra,AND,2012,0
Andorra,AND,2013,0
Andorra,AND,2014,0
Andorra,AND,2015,0
Andorra,AND,2016,0
Andorra,AND,2017,0
Andorra,AND,2018,0
Andorra,AND,2019,0
Andorra,AND,2020,0
Andorra,AND,2021,0
Andorra,AND,2022,0
Andorra,AND,2023,0
Andorra,AND,2024,0
Angola,AGO,1950,0.0131365815
Angola,AGO,1951,0.020698015
Angola,AGO,1952,0.025993116
Angola,AGO,1953,0.014791908
Angola,AGO,1954,0.01597389
Angola,AGO,1955,0.017437601
Angola,AGO,1956,0.008218137
Angola,AGO,1957,0.016184233
Angola,AGO,1958,0.008687376
Angola,AGO,1959,0.010681993
Angola,AGO,1960,0.023654234
Angola,AGO,1961,0.0118443845
Angola,AGO,1962,0.017054657
Angola,AGO,1963,0.004064838
Angola,AGO,1964,0.014081512
Angola,AGO,1965,0.009952948
Angola,AGO,1966,0.015755212
Angola,AGO,1967,0.009741555
Angola,AGO,1968,0.017950777
Angola,AGO,1969,0.015913581
Angola,AGO,1970,0.008129969
Angola,AGO,1971,0.004887405
Angola,AGO,1972,0.0011858894
Angola,AGO,1973,0.003441165
Angola,AGO,1974,0
Angola,AGO,1975,0
Angola,AGO,1976,0
Angola,AGO,1977,0
Angola,AGO,1978,0
Angola,AGO,1979,0
Angola,AGO,1980,0
Angola,AGO,1981,0
Angola,AGO,1982,0
Angola,AGO,1983,0
Angola,AGO,1984,0
Angola,AGO,1985,0
Angola,AGO,1986,0
Angola,AGO,1987,0
Angola,AGO,1988,0
Angola,AGO,1989,0
Antigua and Barbuda,ATG,1950,0.053737186
Antigua and Barbuda,ATG,1951,0.24041857
Antigua and Barbuda,ATG,1952,0.051522695
Antigua and Barbuda,ATG,1953,0.050475206
Antigua and Barbuda,ATG,1954,0
Antigua and Barbuda,ATG,1955,0.04847703
Antigua and Barbuda,ATG,1956,0.047529183
Argentina,ARG,1856,0.013673803
Argentina,ARG,1857,0.032908835
Argentina,ARG,1858,0.041893065
Argentina,ARG,1859,0.026321769
Argentina,ARG,1860,0.031573337
Argentina,ARG,1861,0.03730976
Argentina,ARG,1862,0.029855374
Argentina,ARG,1863,0.042573165
Argentina,ARG,1864,0.03507302
Argentina,ARG,1865,0.058306683
Argentina,ARG,1866,0.089572854
Argentina,ARG,1867,0.06245207
Argentina,ARG,1868,0.0895038
Argentina,ARG,1869,0.10059324
Argentina,ARG,1870,0.08947428
Argentina,ARG,1871,0.09374776
Argentina,ARG,1872,0.088586494
Argentina,ARG,1873,0.09527532
Argentina,ARG,1874,0.10954309
Argentina,ARG,1875,0.061874352
Argentina,ARG,1876,0.058640223
Argentina,ARG,1877,0.044949133
Argentina,ARG,1878,0.035060696
Argentina,ARG,1879,0.08051388
Argentina,ARG,1880,0.07901757
Argentina,ARG,1881,0.12160134
Argentina,ARG,1882,0.13154578
Argentina,ARG,1883,0.17834175
Argentina,ARG,1884,0.2360082
Argentina,ARG,1885,0.26492643
Argentina,ARG,1886,0.26444587
Argentina,ARG,1887,0.3945215
Argentina,ARG,1888,0.37945464
Argentina,ARG,1889,0.6034034
Argentina,ARG,1890,0.43143836
Argentina,ARG,1891,0.3115949
Argentina,ARG,1892,0.46903446
Argentina,ARG,1893,0.4500921
Argentina,ARG,1894,0.50758815
Argentina,ARG,1895,0.59021986
Argentina,ARG,1896,0.5575416
Argentina,ARG,1897,0.5284933
Argentina,ARG,1898,0.509013
Argentina,ARG,1899,0.5839936
Argentina,ARG,1900,0.4323882
Argentina,ARG,1901,0.49588075
Argentina,ARG,1902,0.50725186
Argentina,ARG,1903,0.55892307
Argentina,ARG,1904,0.6886952
Argentina,ARG,1905,0.8258431
Argentina,ARG,1906,1.0618477
Argentina,ARG,1907,0.89841384
Argentina,ARG,1908,0.9333934
Argentina,ARG,1909,0.8349688
Argentina,ARG,1910,1.0245539
Argentina,ARG,1911,1.2129529
Argentina,ARG,1912,1.1945292
Argentina,ARG,1913,1.265253
Argentina,ARG,1914,1.0844775
Argentina,ARG,1915,0.68347967
Argentina,ARG,1916,0.48100483
Argentina,ARG,1917,0.22646423
Argentina,ARG,1918,0.1124091
Argentina,ARG,1919,0.3248451
Argentina,ARG,1920,0.54879403
Argentina,ARG,1921,0.41745886
Argentina,ARG,1922,0.49769643
Argentina,ARG,1923,0.5971918
Argentina,ARG,1924,0.7734284
Argentina,ARG,1925,0.7128821
Argentina,ARG,1926,0.62038374
Argentina,ARG,1927,0.7750917
Argentina,ARG,1928,0.69451815
Argentina,ARG,1929,0.6814171
Argentina,ARG,1930,0.6557924
Argentina,ARG,1931,0.54789793
Argentina,ARG,1932,0.5011656
Argentina,ARG,1933,0.5023221
Argentina,ARG,1934,0.552861
Argentina,ARG,1935,0.52545595
Argentina,ARG,1936,0.549623
Argentina,ARG,1937,0.5885699
Argentina,ARG,1938,0.53186184
Argentina,ARG,1939,0.49699575
Argentina,ARG,1940,0.36597547
Argentina,ARG,1941,0.18727387
Argentina,ARG,1942,0.094803475
Argentina,ARG,1943,0.104027614
Argentina,ARG,1944,0.108602636
Argentina,ARG,1945,0.13212004
Argentina,ARG,1946,0.19280541
Argentina,ARG,1947,0.2024279
Argentina,ARG,1948,0.35483903
Argentina,ARG,1949,0.21544425
Argentina,ARG,1950,0.20927261
Argentina,ARG,1951,0.31517658
Argentina,ARG,1952,0.25465885
Argentina,ARG,1953,0.17262615
Argentina,ARG,1954,0.20250314
Argentina,ARG,1955,0.17149273
Argentina,ARG,1956,0.20022202
Argentina,ARG,1957,0.1733416
Argentina,ARG,1958,0.19180265
Argentina,ARG,1959,0.1860362
Argentina,ARG,1960,0.19159293
Argentina,ARG,1961,0.17076987
Argentina,ARG,1962,0.09528381
Argentina,ARG,1963,0.1075851
Argentina,ARG,1964,0.11747214
Argentina,ARG,1965,0.117644966
Argentina,ARG,1966,0.11520423
Argentina,ARG,1967,0.12890254
Argentina,ARG,1968,0.10224124
Argentina,ARG,1969,0.11019096
Argentina,ARG,1970,0.13763978
Argentina,ARG,1971,0.12068724
Argentina,ARG,1972,0.115966626
Argentina,ARG,1973,0.11498456
Argentina,ARG,1974,0.13224812
Argentina,ARG,1975,0.13891819
Argentina,ARG,1976,0.12337741
Argentina,ARG,1977,0.10126405
Argentina,ARG,1978,0.14138465
Argentina,ARG,1979,0.13064405
Argentina,ARG,1980,0.10228792
Argentina,ARG,1981,0.10388043
Argentina,ARG,1982,0.09196976
Argentina,ARG,1983,0.07454823
Argentina,ARG,1984,0.07190073
Argentina,ARG,1985,0.09142623
Argentina,ARG,1986,0.11011508
Argentina,ARG,1987,0.12072135
Argentina,ARG,1988,0.126593
Argentina,ARG,1989,0.12841217
Argentina,ARG,1990,0.09586204
Argentina,ARG,1991,0.08842919
Argentina,ARG,1992,0.09221568
Argentina,ARG,1993,0.07402746
Argentina,ARG,1994,0.10288765
Argentina,ARG,1995,0.10667072
Argentina,ARG,1996,0.0876931
Argentina,ARG,1997,0.07807501
Argentina,ARG,1998,0.08673236
Argentina,ARG,1999,0.07578007
Argentina,ARG,2000,0.06340834
Argentina,ARG,2001,0.053364165
Argentina,ARG,2002,0.041525405
Argentina,ARG,2003,0.06455451
Argentina,ARG,2004,0.06522644
Argentina,ARG,2005,0.09352281
Argentina,ARG,2006,0.10014683
Argentina,ARG,2007,0.093942225
Argentina,ARG,2008,0.09834319
Argentina,ARG,2009,0.08089276
Argentina,ARG,2010,0.09885748
Argentina,ARG,2011,0.11563413
Argentina,ARG,2012,0.12045053
Argentina,ARG,2013,0.11366304
Argentina,ARG,2014,0.12868173
Argentina,ARG,2015,0.12573744
Argentina,ARG,2016,0.09548032
Argentina,ARG,2017,0.0966281
Argentina,ARG,2018,0.09755924
Argentina,ARG,2019,0.047659144
Argentina,ARG,2020,0.071348794
Argentina,ARG,2021,0.09953999
Argentina,ARG,2022,0.10418406
Argentina,ARG,2023,0.0928089
Argentina,ARG,2024,0.06918928
Armenia,ARM,1830,0.00009052811
Armenia,ARM,1831,0.00010720834
Armenia,ARM,1832,0.000069376845
Armenia,ARM,1833,0.00008808093
Armenia,ARM,1850,0.00046166775
Armenia,ARM,1855,0.0013382343
Armenia,ARM,1858,0.0018277382
Armenia,ARM,1859,0.0019192299
Armenia,ARM,1860,0.0023140772
Armenia,ARM,1861,0.0029639967
Armenia,ARM,1862,0.002630535
Armenia,ARM,1863,0.0026177412
Armenia,ARM,1864,0.0028311948
Armenia,ARM,1865,0.002611405
Armenia,ARM,1866,0.009088313
Armenia,ARM,1867,0.010174057
Armenia,ARM,1868,0.0076681576
Armenia,ARM,1869,0.010805415
Armenia,ARM,1870,0.0117256595
Armenia,ARM,1871,0.016355725
Armenia,ARM,1872,0.016551858
Armenia,ARM,1873,0.0139713315
Armenia,ARM,1874,0.016024645
Armenia,ARM,1875,0.016912092
Armenia,ARM,1876,0.01911529
Armenia,ARM,1877,0.016934654
Armenia,ARM,1878,0.022734726
Armenia,ARM,1879,0.02113425
Armenia,ARM,1880,0.024983032
Armenia,ARM,1881,0.022553278
Armenia,ARM,1882,0.023116002
Armenia,ARM,1883,0.026548529
Armenia,ARM,1884,0.0208349
Armenia,ARM,1885,0.019770147
Armenia,ARM,1886,0.019866405
Armenia,ARM,1887,0.017486194
Armenia,ARM,1888,0.017348545
Armenia,ARM,1889,0.020153945
Armenia,ARM,1890,0.020906212
Armenia,ARM,1891,0.020163642
Armenia,ARM,1892,0.02161461
Armenia,ARM,1893,0.024842855
Armenia,ARM,1894,0.028366163
Armenia,ARM,1895,0.026253657
Armenia,ARM,1896,0.027331935
Armenia,ARM,1897,0.031909976
Armenia,ARM,1898,0.035156496
Armenia,ARM,1899,0.044547882
Armenia,ARM,1900,0.04828973
Armenia,ARM,1901,0.043925647
Armenia,ARM,1902,0.04325413
Armenia,ARM,1903,0.046214897
Armenia,ARM,1904,0.054843426
Armenia,ARM,1905,0.05911821
Armenia,ARM,1906,0.06695687
Armenia,ARM,1907,0.0783837
Armenia,ARM,1908,0.07847569
Armenia,ARM,1909,0.0810952
Armenia,ARM,1910,0.07499741
Armenia,ARM,1911,0.08368519
Armenia,ARM,1912,0.10269067
Armenia,ARM,1913,0.12040552
Armenia,ARM,1914,0.09660576
Armenia,ARM,1915,0.075551234
Armenia,ARM,1916,0.07954483
Armenia,ARM,1917,0.07498765
Armenia,ARM,1918,0.02808059
Armenia,ARM,1919,0.016283397
Armenia,ARM,1920,0.015419689
Armenia,ARM,1921,0.018778406
Armenia,ARM,1922,0.02259115
Armenia,ARM,1923,0.02431534
Armenia,ARM,1924,0.03310192
Armenia,ARM,1925,0.029687956
Armenia,ARM,1926,0.051911626
Armenia,ARM,1927,0.06602703
Armenia,ARM,1928,0.07819201
Armenia,ARM,1929,0.07435547
Armenia,ARM,1930,0.073681965
Armenia,ARM,1931,0.08689748
Armenia,ARM,1932,0.11742801
Armenia,ARM,1933,0.14430071
Armenia,ARM,1934,0.18266466
Armenia,ARM,1935,0.2167099
Armenia,ARM,1936,0.25509608
Armenia,ARM,1937,0.25436795
Armenia,ARM,1938,0.265466
Armenia,ARM,1939,0.26764968
Armenia,ARM,1940,0.3553503
Armenia,ARM,1941,0.28356728
Armenia,ARM,1942,0.08801102
Armenia,ARM,1943,0.11066509
Armenia,ARM,1944,0.17046219
Armenia,ARM,1945,0.29687822
