Entity,Code,Year,Annual CO₂ emissions from gas (per capita)
Cuba,CUB,1980,0.0033632515
Cuba,CUB,1981,0.0026037318
Cuba,CUB,1982,0.0018483396
Cuba,CUB,1983,0.0014669163
Cuba,CUB,1984,0.00072736794
Cuba,CUB,1985,0.0010822833
Cuba,CUB,1986,0.0010729922
Cuba,CUB,1987,0.004253659
Cuba,CUB,1988,0.0038632785
Cuba,CUB,1989,0.0059134653
Cuba,CUB,1990,0.0065470594
Cuba,CUB,1991,0.0064962995
Cuba,CUB,1992,0.0037361137
Cuba,CUB,1993,0.0040564374
Cuba,CUB,1994,0.0033657842
Cuba,CUB,1995,0.0030178404
Cuba,CUB,1996,0.003342453
Cuba,CUB,1997,0.006329917
Cuba,CUB,1998,0.02092188
Cuba,CUB,1999,0.07973922
Cuba,CUB,2000,0.09926122
Cuba,CUB,2001,0.10258024
Cuba,CUB,2002,0.10030793
Cuba,CUB,2003,0.112753436
Cuba,CUB,2004,0.1202812
Cuba,CUB,2005,0.12655176
Cuba,CUB,2006,0.18454874
Cuba,CUB,2007,0.20710333
Cuba,CUB,2008,0.19728644
Cuba,CUB,2009,0.19626163
Cuba,CUB,2010,0.18228932
Cuba,CUB,2011,0.17312415
Cuba,CUB,2012,0.17569298
Cuba,CUB,2013,0.18098368
Cuba,CUB,2014,0.20420884
Cuba,CUB,2015,0.2119038
Cuba,CUB,2016,0.20194574
Cuba,CUB,2017,0.17946246
Cuba,CUB,2018,0.16578719
Cuba,CUB,2019,0.16287574
Cuba,CUB,2020,0.15372811
Cuba,CUB,2021,0.1489276
Cuba,CUB,2022,0.14639874
Cuba,CUB,2023,0.16760656
Cuba,CUB,2024,0.18431525
Curacao,CUW,1950,0
Curacao,CUW,1951,0
Curacao,CUW,1952,0
Curacao,CUW,1953,0
Curacao,CUW,1954,0
Curacao,CUW,1955,0
Curacao,CUW,1956,0
Curacao,CUW,1957,0
Curacao,CUW,1958,0
Curacao,CUW,1959,0
Curacao,CUW,1960,0
Curacao,CUW,1961,0
Curacao,CUW,1962,0
Curacao,CUW,1963,0
Curacao,CUW,1964,0
Curacao,CUW,1965,0
Curacao,CUW,1966,0
Curacao,CUW,1967,0
Curacao,CUW,1968,0
Curacao,CUW,1969,0
Curacao,CUW,1970,0
Curacao,CUW,1971,0
Curacao,CUW,1972,0
Curacao,CUW,1973,0
Curacao,CUW,1974,0
Curacao,CUW,1975,0
Curacao,CUW,1976,0
Curacao,CUW,1977,0
Curacao,CUW,1978,0
Curacao,CUW,1979,0
Curacao,CUW,1980,0
Curacao,CUW,1981,0
Curacao,CUW,1982,0
Curacao,CUW,1983,0
Curacao,CUW,1984,0
Curacao,CUW,1985,0
Curacao,CUW,1986,0
Curacao,CUW,1987,0
Curacao,CUW,1988,0
Curacao,CUW,1989,0
Curacao,CUW,1990,0
Curacao,CUW,1991,0
Curacao,CUW,1992,0
Curacao,CUW,1993,0
Curacao,CUW,1994,0
Curacao,CUW,1995,0
Curacao,CUW,1996,0
Curacao,CUW,1997,0
Curacao,CUW,1998,0
Curacao,CUW,1999,0
Curacao,CUW,2000,0
Curacao,CUW,2001,0
Curacao,CUW,2002,0
Curacao,CUW,2003,0
Curacao,CUW,2004,0
Curacao,CUW,2005,0
Curacao,CUW,2006,0
Curacao,CUW,2007,0
Curacao,CUW,2008,0
Curacao,CUW,2009,0
Curacao,CUW,2010,0
Curacao,CUW,2011,0
Curacao,CUW,2015,1.6484296
Curacao,CUW,2016,1.6377908
Curacao,CUW,2017,0.8255689
Curacao,CUW,2018,0.564965
Curacao,CUW,2019,0
Cyprus,CYP,1990,0.0023022622
Cyprus,CYP,1991,0.00183616
Cyprus,CYP,1992,0.002366896
Cyprus,CYP,1993,0.0019393687
Cyprus,CYP,1994,0.0020173583
Cyprus,CYP,1995,0.0017862566
Cyprus,CYP,1996,0.0015653843
Cyprus,CYP,1997,0.0012266398
Cyprus,CYP,1998,0.00091410876
Cyprus,CYP,1999,0.0009847139
Cyprus,CYP,2000,0.0017643329
Cyprus,CYP,2001,0.00017217614
Cyprus,CYP,2002,0.0004269224
Cyprus,CYP,2003,0.00073129253
Cyprus,CYP,2004,0.00093036966
Cyprus,CYP,2005,0.00093325716
Cyprus,CYP,2006,0.001105817
Cyprus,CYP,2007,0.0010310172
Cyprus,CYP,2008,0.0004921959
Cyprus,CYP,2009,0.0010267023
Cyprus,CYP,2010,0.00065435626
Cyprus,CYP,2011,0.00079285266
Cyprus,CYP,2012,0.00047108167
Cyprus,CYP,2013,0.00066728663
Cyprus,CYP,2014,0.000338657
Cyprus,CYP,2015,0.0003263622
Cyprus,CYP,2016,0.0003184832
Cyprus,CYP,2017,0.0003332605
Cyprus,CYP,2018,0.00017548789
Cyprus,CYP,2019,0.00017564735
Cyprus,CYP,2020,0.00016893838
Cyprus,CYP,2021,0.00022697753
Cyprus,CYP,2022,0.00020354881
Cyprus,CYP,2023,0.0001360614
Cyprus,CYP,2024,0.00013472853
Czechia,CZE,1860,0
Czechia,CZE,1861,0
Czechia,CZE,1862,0
Czechia,CZE,1863,0
Czechia,CZE,1864,0
Czechia,CZE,1865,0
Czechia,CZE,1866,0
Czechia,CZE,1867,0
Czechia,CZE,1868,0
Czechia,CZE,1869,0
Czechia,CZE,1870,0
Czechia,CZE,1871,0
Czechia,CZE,1872,0
Czechia,CZE,1873,0
Czechia,CZE,1874,0
Czechia,CZE,1875,0
Czechia,CZE,1876,0
Czechia,CZE,1877,0
Czechia,CZE,1878,0
Czechia,CZE,1879,0
Czechia,CZE,1880,0
Czechia,CZE,1881,0
Czechia,CZE,1882,0
Czechia,CZE,1883,0
Czechia,CZE,1884,0
Czechia,CZE,1885,0
Czechia,CZE,1886,0
Czechia,CZE,1887,0
Czechia,CZE,1888,0
Czechia,CZE,1889,0
Czechia,CZE,1890,0
Czechia,CZE,1891,0
Czechia,CZE,1892,0
Czechia,CZE,1893,0
Czechia,CZE,1894,0
Czechia,CZE,1895,0
Czechia,CZE,1896,0
Czechia,CZE,1897,0
Czechia,CZE,1898,0
Czechia,CZE,1899,0
Czechia,CZE,1900,0
Czechia,CZE,1901,0
Czechia,CZE,1902,0
Czechia,CZE,1903,0
Czechia,CZE,1904,0
Czechia,CZE,1905,0
Czechia,CZE,1906,0
Czechia,CZE,1907,0
Czechia,CZE,1908,0
Czechia,CZE,1909,0
Czechia,CZE,1910,0
Czechia,CZE,1911,0
Czechia,CZE,1912,0
Czechia,CZE,1913,0
Czechia,CZE,1914,0
Czechia,CZE,1915,0
Czechia,CZE,1916,0
Czechia,CZE,1917,0
Czechia,CZE,1918,0
Czechia,CZE,1919,0
Czechia,CZE,1920,0
Czechia,CZE,1921,0
Czechia,CZE,1922,0
Czechia,CZE,1923,0
Czechia,CZE,1924,0
Czechia,CZE,1925,0
Czechia,CZE,1926,0
Czechia,CZE,1927,0
Czechia,CZE,1928,0
Czechia,CZE,1929,0.00017371202
Czechia,CZE,1930,0.00017327198
Czechia,CZE,1931,0
Czechia,CZE,1932,0
Czechia,CZE,1933,0
Czechia,CZE,1934,0
Czechia,CZE,1935,0
Czechia,CZE,1936,0.00016968638
Czechia,CZE,1937,0.00016943704
Czechia,CZE,1938,0.00016925622
Czechia,CZE,1939,0
Czechia,CZE,1940,0.00016496416
Czechia,CZE,1941,0.00016542367
Czechia,CZE,1942,0
Czechia,CZE,1943,0
Czechia,CZE,1944,0
Czechia,CZE,1945,0.00017216871
Czechia,CZE,1946,0.00019363646
Czechia,CZE,1947,0
Czechia,CZE,1948,0
Czechia,CZE,1949,0
Czechia,CZE,1950,0.003735905
Czechia,CZE,1951,0.0076116617
Czechia,CZE,1952,0.01224121
Czechia,CZE,1953,0.016192116
Czechia,CZE,1954,0.01648074
Czechia,CZE,1955,0.016362362
Czechia,CZE,1956,0.025962427
Czechia,CZE,1957,0.077277884
Czechia,CZE,1958,0.12409535
Czechia,CZE,1959,0.14691019
Czechia,CZE,1960,0.14213562
Czechia,CZE,1961,0.13838562
Czechia,CZE,1962,0.11659154
Czechia,CZE,1963,0.108558856
Czechia,CZE,1964,0.10223788
Czechia,CZE,1965,0.09187754
Czechia,CZE,1966,0.10173954
Czechia,CZE,1967,0.12462138
Czechia,CZE,1968,0.15130506
Czechia,CZE,1969,0.18681358
Czechia,CZE,1970,0.20373578
Czechia,CZE,1971,0.2354518
Czechia,CZE,1972,0.25790158
Czechia,CZE,1973,0.27905303
Czechia,CZE,1974,0.34089413
Czechia,CZE,1975,0.37755692
Czechia,CZE,1976,0.42547795
Czechia,CZE,1977,0.5351247
Czechia,CZE,1978,0.597549
Czechia,CZE,1979,0.65192425
Czechia,CZE,1980,0.82588005
Czechia,CZE,1981,0.7170617
Czechia,CZE,1982,0.76530725
Czechia,CZE,1983,0.761391
Czechia,CZE,1984,0.8497675
Czechia,CZE,1985,0.85279065
Czechia,CZE,1986,0.9536006
Czechia,CZE,1987,0.9639292
Czechia,CZE,1988,0.9671031
Czechia,CZE,1989,1.082374
Czechia,CZE,1990,1.2196163
Czechia,CZE,1991,1.1931069
Czechia,CZE,1992,1.4275364
Czechia,CZE,1993,1.484158
Czechia,CZE,1994,1.3780733
Czechia,CZE,1995,1.5157093
Czechia,CZE,1996,1.7522578
Czechia,CZE,1997,1.7932914
Czechia,CZE,1998,1.7947254
Czechia,CZE,1999,1.8021475
Czechia,CZE,2000,1.7714907
Czechia,CZE,2001,1.8862464
Czechia,CZE,2002,1.8105294
Czechia,CZE,2003,1.851293
Czechia,CZE,2004,1.8632605
Czechia,CZE,2005,1.8247952
Czechia,CZE,2006,1.7870984
Czechia,CZE,2007,1.688936
Czechia,CZE,2008,1.6667076
Czechia,CZE,2009,1.5656176
Czechia,CZE,2010,1.7582521
Czechia,CZE,2011,1.603043
Czechia,CZE,2012,1.5821323
Czechia,CZE,2013,1.60079
Czechia,CZE,2014,1.4369407
Czechia,CZE,2015,1.5115966
Czechia,CZE,2016,1.614939
Czechia,CZE,2017,1.6803464
Czechia,CZE,2018,1.5775093
Czechia,CZE,2019,1.644815
Czechia,CZE,2020,1.6521844
Czechia,CZE,2021,1.8084823
Czechia,CZE,2022,1.4808378
Czechia,CZE,2023,1.3005983
Czechia,CZE,2024,1.3078848
Democratic Republic of Congo,COD,1920,0
Democratic Republic of Congo,COD,1921,0
Democratic Republic of Congo,COD,1922,0
Democratic Republic of Congo,COD,1923,0
Democratic Republic of Congo,COD,1924,0
Democratic Republic of Congo,COD,1925,0
Democratic Republic of Congo,COD,1926,0
Democratic Republic of Congo,COD,1927,0
Democratic Republic of Congo,COD,1928,0
Democratic Republic of Congo,COD,1929,0
Democratic Republic of Congo,COD,1930,0
Democratic Republic of Congo,COD,1931,0
Democratic Republic of Congo,COD,1932,0
Democratic Republic of Congo,COD,1934,0
Democratic Republic of Congo,COD,1935,0
Democratic Republic of Congo,COD,1936,0
Democratic Republic of Congo,COD,1937,0
Democratic Republic of Congo,COD,1938,0
Democratic Republic of Congo,COD,1939,0
Democratic Republic of Congo,COD,1940,0
Democratic Republic of Congo,COD,1941,0
Democratic Republic of Congo,COD,1942,0
Democratic Republic of Congo,COD,1943,0
Democratic Republic of Congo,COD,1944,0
Democratic Republic of Congo,COD,1945,0
Democratic Republic of Congo,COD,1946,0
Democratic Republic of Congo,COD,1947,0
Democratic Republic of Congo,COD,1948,0
Democratic Republic of Congo,COD,1949,0
Democratic Republic of Congo,COD,1980,0
Democratic Republic of Congo,COD,1981,0
Democratic Republic of Congo,COD,1982,0
Democratic Republic of Congo,COD,1983,0
Democratic Republic of Congo,COD,1984,0
Democratic Republic of Congo,COD,1985,0
Democratic Republic of Congo,COD,1986,0
Democratic Republic of Congo,COD,1987,0
Democratic Republic of Congo,COD,1988,0
Democratic Republic of Congo,COD,1989,0
Democratic Republic of Congo,COD,1990,0
Democratic Republic of Congo,COD,1991,0
Democratic Republic of Congo,COD,1992,0
Democratic Republic of Congo,COD,1993,0
Democratic Republic of Congo,COD,1994,0
Democratic Republic of Congo,COD,1995,0
Democratic Republic of Congo,COD,1996,0
Democratic Republic of Congo,COD,1997,0
Democratic Republic of Congo,COD,1998,0
Democratic Republic of Congo,COD,1999,0
Democratic Republic of Congo,COD,2000,0
Democratic Republic of Congo,COD,2001,0
Democratic Republic of Congo,COD,2002,0
Democratic Republic of Congo,COD,2003,0
Democratic Republic of Congo,COD,2004,0
Democratic Republic of Congo,COD,2005,0
Democratic Republic of Congo,COD,2006,0.00036267706
Democratic Republic of Congo,COD,2007,0.0007037385
Democratic Republic of Congo,COD,2008,0.000682832
Democratic Republic of Congo,COD,2009,0.00066204864
Democratic Republic of Congo,COD,2010,0.00064247445
Democratic Republic of Congo,COD,2011,0.0006205847
Democratic Republic of Congo,COD,2012,0
Democratic Republic of Congo,COD,2013,0
Democratic Republic of Congo,COD,2014,0.00004673276
Democratic Republic of Congo,COD,2015,0.000045214732
Democratic Republic of Congo,COD,2016,0
Democratic Republic of Congo,COD,2017,0.000008623917
Democratic Republic of Congo,COD,2018,0.000008228977
Democratic Republic of Congo,COD,2019,0.000007972247
Democratic Republic of Congo,COD,2020,0
Democratic Republic of Congo,COD,2021,0
Democratic Republic of Congo,COD,2022,0
Democratic Republic of Congo,COD,2023,0
Democratic Republic of Congo,COD,2024,0
Denmark,DNK,1843,0
Denmark,DNK,1844,0
Denmark,DNK,1845,0
Denmark,DNK,1846,0
Denmark,DNK,1847,0
Denmark,DNK,1848,0
Denmark,DNK,1849,0
Denmark,DNK,1850,0
Denmark,DNK,1851,0
Denmark,DNK,1852,0
Denmark,DNK,1853,0
Denmark,DNK,1854,0
Denmark,DNK,1855,0
Denmark,DNK,1856,0
Denmark,DNK,1857,0
Denmark,DNK,1858,0
Denmark,DNK,1859,0
Denmark,DNK,1860,0
Denmark,DNK,1861,0
Denmark,DNK,1862,0
Denmark,DNK,1863,0
Denmark,DNK,1864,0
Denmark,DNK,1865,0
Denmark,DNK,1866,0
Denmark,DNK,1867,0
Denmark,DNK,1868,0
Denmark,DNK,1869,0
Denmark,DNK,1870,0
Denmark,DNK,1871,0
Denmark,DNK,1872,0
Denmark,DNK,1873,0
Denmark,DNK,1874,0
Denmark,DNK,1875,0
Denmark,DNK,1876,0
Denmark,DNK,1877,0
Denmark,DNK,1878,0
Denmark,DNK,1879,0
Denmark,DNK,1880,0
Denmark,DNK,1881,0
Denmark,DNK,1882,0
Denmark,DNK,1883,0
Denmark,DNK,1884,0
Denmark,DNK,1885,0
Denmark,DNK,1886,0
Denmark,DNK,1887,0
Denmark,DNK,1888,0
Denmark,DNK,1889,0
Denmark,DNK,1890,0
Denmark,DNK,1891,0
Denmark,DNK,1892,0
Denmark,DNK,1893,0
Denmark,DNK,1894,0
Denmark,DNK,1895,0
Denmark,DNK,1896,0
Denmark,DNK,1897,0
Denmark,DNK,1898,0
Denmark,DNK,1899,0
Denmark,DNK,1900,0
Denmark,DNK,1901,0
Denmark,DNK,1902,0
Denmark,DNK,1903,0
Denmark,DNK,1904,0
Denmark,DNK,1905,0
Denmark,DNK,1906,0
Denmark,DNK,1907,0
Denmark,DNK,1908,0
Denmark,DNK,1909,0
Denmark,DNK,1910,0
Denmark,DNK,1911,0
Denmark,DNK,1912,0
Denmark,DNK,1913,0
Denmark,DNK,1914,0
Denmark,DNK,1915,0
Denmark,DNK,1916,0
Denmark,DNK,1917,0
Denmark,DNK,1918,0
Denmark,DNK,1919,0
Denmark,DNK,1920,0
Denmark,DNK,1921,0
Denmark,DNK,1922,0
Denmark,DNK,1923,0
Denmark,DNK,1924,0
Denmark,DNK,1925,0
Denmark,DNK,1926,0
Denmark,DNK,1927,0
Denmark,DNK,1928,0
Denmark,DNK,1929,0
Denmark,DNK,1930,0
Denmark,DNK,1931,0
Denmark,DNK,1932,0
Denmark,DNK,1933,0
Denmark,DNK,1934,0
Denmark,DNK,1935,0
Denmark,DNK,1936,0
Denmark,DNK,1937,0
Denmark,DNK,1938,0
Denmark,DNK,1939,0
Denmark,DNK,1940,0
Denmark,DNK,1941,0
Denmark,DNK,1942,0
Denmark,DNK,1943,0
Denmark,DNK,1944,0
Denmark,DNK,1945,0
Denmark,DNK,1946,0
Denmark,DNK,1947,0
Denmark,DNK,1948,0
Denmark,DNK,1949,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0.0057311924
Denmark,DNK,1984,0.04229248
Denmark,DNK,1985,0.25148508
Denmark,DNK,1986,0.41569605
Denmark,DNK,1987,0.52736324
Denmark,DNK,1988,0.61785114
Denmark,DNK,1989,0.703805
Denmark,DNK,1990,0.8461503
Denmark,DNK,1991,0.9539771
Denmark,DNK,1992,0.9991592
Denmark,DNK,1993,1.127641
Denmark,DNK,1994,1.2572986
Denmark,DNK,1995,1.4471717
Denmark,DNK,1996,1.6926532
Denmark,DNK,1997,1.7739501
Denmark,DNK,1998,1.920387
Denmark,DNK,1999,2.0126565
Denmark,DNK,2000,1.9926423
Denmark,DNK,2001,2.0722048
Denmark,DNK,2002,2.064078
Denmark,DNK,2003,2.0803623
Denmark,DNK,2004,2.063767
Denmark,DNK,2005,1.9724997
Denmark,DNK,2006,2.0013332
Denmark,DNK,2007,1.7830181
Denmark,DNK,2008,1.7886255
Denmark,DNK,2009,1.7040578
Denmark,DNK,2010,1.9025075
Denmark,DNK,2011,1.610479
Denmark,DNK,2012,1.5028853
Denmark,DNK,2013,1.4120948
Denmark,DNK,2014,1.2066028
Denmark,DNK,2015,1.2148257
Denmark,DNK,2016,1.2235938
Denmark,DNK,2017,1.157948
Denmark,DNK,2018,1.1190118
Denmark,DNK,2019,1.0359505
Denmark,DNK,2020,0.8229073
Denmark,DNK,2021,0.8209024
Denmark,DNK,2022,0.58743423
Denmark,DNK,2023,0.5928231
Denmark,DNK,2024,0.5949218
Dominican Republic,DOM,2003,0.06323835
Dominican Republic,DOM,2004,0.026157375
Dominican Republic,DOM,2005,0.051225714
Dominican Republic,DOM,2006,0.06313876
Dominican Republic,DOM,2007,0.106172994
Dominican Republic,DOM,2008,0.09683265
Dominican Republic,DOM,2009,0.093705796
Dominican Republic,DOM,2010,0.1492437
Dominican Republic,DOM,2011,0.1687287
Dominican Republic,DOM,2012,0.19759873
Dominican Republic,DOM,2013,0.19980964
Dominican Republic,DOM,2014,0.1942905
Dominican Republic,DOM,2015,0.19414516
Dominican Republic,DOM,2016,0.18123789
Dominican Republic,DOM,2017,0.20540954
Dominican Republic,DOM,2018,0.20256448
Dominican Republic,DOM,2019,0.2562839
Dominican Republic,DOM,2020,0.26730764
Dominican Republic,DOM,2021,0.3247818
Dominican Republic,DOM,2022,0.2485086
Dominican Republic,DOM,2023,0.28096694
Dominican Republic,DOM,2024,0.3052569
East Timor,TLS,2006,0
East Timor,TLS,2007,0
East Timor,TLS,2008,0
East Timor,TLS,2009,0
East Timor,TLS,2010,0
East Timor,TLS,2011,0
East Timor,TLS,2012,0
East Timor,TLS,2013,0
East Timor,TLS,2014,0
East Timor,TLS,2015,0
East Timor,TLS,2016,0
East Timor,TLS,2017,0
East Timor,TLS,2018,0
East Timor,TLS,2019,0
East Timor,TLS,2020,0
East Timor,TLS,2021,0
East Timor,TLS,2022,0
East Timor,TLS,2023,0
East Timor,TLS,2024,0
Ecuador,ECU,1917,0
Ecuador,ECU,1918,0
Ecuador,ECU,1919,0
Ecuador,ECU,1920,0
Ecuador,ECU,1921,0
Ecuador,ECU,1922,0
Ecuador,ECU,1923,0
Ecuador,ECU,1924,0
Ecuador,ECU,1925,0
Ecuador,ECU,1926,0
Ecuador,ECU,1927,0
Ecuador,ECU,1928,0
Ecuador,ECU,1929,0
Ecuador,ECU,1930,0
Ecuador,ECU,1931,0
Ecuador,ECU,1932,0.0068695247
Ecuador,ECU,1933,0.008385076
Ecuador,ECU,1934,0.009825589
Ecuador,ECU,1935,0.011193753
Ecuador,ECU,1936,0.01717674
Ecuador,ECU,1937,0.041170117
Ecuador,ECU,1938,0.048961982
Ecuador,ECU,1939,0.049527638
Ecuador,ECU,1940,0.04946203
Ecuador,ECU,1941,0.03434152
Ecuador,ECU,1942,0.042665333
Ecuador,ECU,1943,0.037476595
Ecuador,ECU,1944,0.04746606
Ecuador,ECU,1945,0.049775977
Ecuador,ECU,1946,0.04589205
Ecuador,ECU,1947,0.058352027
Ecuador,ECU,1948,0.069644555
Ecuador,ECU,1949,0.06970821
Ecuador,ECU,1950,0
Ecuador,ECU,1951,0
Ecuador,ECU,1952,0
Ecuador,ECU,1953,0
Ecuador,ECU,1954,0
Ecuador,ECU,1955,0
Ecuador,ECU,1956,0
Ecuador,ECU,1957,0
Ecuador,ECU,1958,0
Ecuador,ECU,1959,0
Ecuador,ECU,1960,0
Ecuador,ECU,1961,0
Ecuador,ECU,1962,0
Ecuador,ECU,1963,0
Ecuador,ECU,1964,0
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0.005685828
Ecuador,ECU,1969,0.00552447
Ecuador,ECU,1970,0.0053572543
Ecuador,ECU,1971,0.0051966417
Ecuador,ECU,1972,0.006173036
Ecuador,ECU,1973,0.009811313
Ecuador,ECU,1974,0.009538386
Ecuador,ECU,1975,0.0102946535
Ecuador,ECU,1976,0.010005173
Ecuador,ECU,1977,0.0126565965
Ecuador,ECU,1978,0.012309829
Ecuador,ECU,1979,0.010601757
Ecuador,ECU,1980,0.0089739235
Ecuador,ECU,1981,0.01572736
Ecuador,ECU,1982,0.019997919
Ecuador,ECU,1983,0.022799585
Ecuador,ECU,1984,0.021399079
Ecuador,ECU,1985,0.020068837
Ecuador,ECU,1986,0.019963756
Ecuador,ECU,1987,0.009741402
Ecuador,ECU,1988,0.019032238
Ecuador,ECU,1989,0.03541701
Ecuador,ECU,1990,0.0486263
Ecuador,ECU,1991,0.056146033
Ecuador,ECU,1992,0.042565834
Ecuador,ECU,1993,0.04795862
Ecuador,ECU,1994,0.042528987
Ecuador,ECU,1995,0.040147297
Ecuador,ECU,1996,0.041879766
Ecuador,ECU,1997,0.03745883
Ecuador,ECU,1998,0.037683204
Ecuador,ECU,1999,0.034669146
Ecuador,ECU,2000,0.03724194
Ecuador,ECU,2001,0.03717116
Ecuador,ECU,2002,0.036253832
Ecuador,ECU,2003,0.06958621
Ecuador,ECU,2004,0.08346426
Ecuador,ECU,2005,0.06457573
Ecuador,ECU,2006,0.06789831
Ecuador,ECU,2007,0.07134283
Ecuador,ECU,2008,0.06385202
Ecuador,ECU,2009,0.07414022
Ecuador,ECU,2010,0.07678751
Ecuador,ECU,2011,0.06837323
Ecuador,ECU,2012,0.0898723
Ecuador,ECU,2013,0.10059864
Ecuador,ECU,2014,0.101690434
Ecuador,ECU,2015,0.09438057
Ecuador,ECU,2016,0.10011813
Ecuador,ECU,2017,0.091593936
Ecuador,ECU,2018,0.07952184
Ecuador,ECU,2019,0.06994134
Ecuador,ECU,2020,0.058685716
Ecuador,ECU,2021,0.061334472
Ecuador,ECU,2022,0.056194827
Ecuador,ECU,2023,0.05071385
Ecuador,ECU,2024,0.064546466
Egypt,EGY,1911,0
Egypt,EGY,1912,0
Egypt,EGY,1913,0
Egypt,EGY,1914,0
Egypt,EGY,1915,0
Egypt,EGY,1916,0
Egypt,EGY,1917,0
Egypt,EGY,1918,0
Egypt,EGY,1919,0
Egypt,EGY,1920,0
Egypt,EGY,1921,0
Egypt,EGY,1922,0
Egypt,EGY,1923,0
Egypt,EGY,1924,0
Egypt,EGY,1925,0
Egypt,EGY,1926,0
Egypt,EGY,1927,0
Egypt,EGY,1928,0
Egypt,EGY,1929,0
Egypt,EGY,1930,0
Egypt,EGY,1931,0
Egypt,EGY,1932,0
Egypt,EGY,1933,0
Egypt,EGY,1934,0
Egypt,EGY,1935,0
Egypt,EGY,1936,0
Egypt,EGY,1937,0
Egypt,EGY,1938,0
Egypt,EGY,1939,0
Egypt,EGY,1940,0
Egypt,EGY,1941,0
Egypt,EGY,1942,0
Egypt,EGY,1943,0
Egypt,EGY,1944,0
Egypt,EGY,1945,0
Egypt,EGY,1946,0
Egypt,EGY,1947,0
Egypt,EGY,1948,0
Egypt,EGY,1949,0
Egypt,EGY,1964,0.0033131803
Egypt,EGY,1965,0.003109813
Egypt,EGY,1966,0.0033832442
Egypt,EGY,1967,0.0033002482
Egypt,EGY,1968,0.0032200424
Egypt,EGY,1969,0.0040102485
Egypt,EGY,1970,0.0047612074
Egypt,EGY,1971,0.0045491015
Egypt,EGY,1972,0.003738424
Egypt,EGY,1973,0.0045427145
Egypt,EGY,1974,0.0021232476
Egypt,EGY,1975,0.0022620002
Egypt,EGY,1976,0.018324004
Egypt,EGY,1977,0.051432285
Egypt,EGY,1978,0.07369861
Egypt,EGY,1979,0.12912546
Egypt,EGY,1980,0.070028014
Egypt,EGY,1981,0.08108137
Egypt,EGY,1982,0.08795316
Egypt,EGY,1983,0.08786902
Egypt,EGY,1984,0.10863018
Egypt,EGY,1985,0.13562621
Egypt,EGY,1986,0.15405193
Egypt,EGY,1987,0.1860178
Egypt,EGY,1988,0.20880167
Egypt,EGY,1989,0.21707417
Egypt,EGY,1990,0.2228752
Egypt,EGY,1991,0.24828747
Egypt,EGY,1992,0.2621627
Egypt,EGY,1993,0.2942117
Egypt,EGY,1994,0.31357655
Egypt,EGY,1995,0.39618734
Egypt,EGY,1996,0.4133668
Egypt,EGY,1997,0.36624253
Egypt,EGY,1998,0.37591684
Egypt,EGY,1999,0.44217688
Egypt,EGY,2000,0.5571456
Egypt,EGY,2001,0.58084214
Egypt,EGY,2002,0.69479334
Egypt,EGY,2003,0.7477139
Egypt,EGY,2004,0.7250502
Egypt,EGY,2005,0.8461244
Egypt,EGY,2006,0.89277995
Egypt,EGY,2007,0.9626474
Egypt,EGY,2008,0.97025204
Egypt,EGY,2009,0.93470037
Egypt,EGY,2010,0.9187515
Egypt,EGY,2011,1.0174139
Egypt,EGY,2012,0.9974028
Egypt,EGY,2013,0.9482464
Egypt,EGY,2014,0.8377012
Egypt,EGY,2015,0.8449267
Egypt,EGY,2016,0.93288684
Egypt,EGY,2017,1.045428
Egypt,EGY,2018,0.97175115
Egypt,EGY,2019,1.1205617
Egypt,EGY,2020,1.0669204
Egypt,EGY,2021,1.1079805
Egypt,EGY,2022,0.92357206
Egypt,EGY,2023,0.8998395
Egypt,EGY,2024,0.88060373
El Salvador,SLV,2021,0
El Salvador,SLV,2022,0.063591704
El Salvador,SLV,2023,0.11534767
El Salvador,SLV,2024,0.116530456
Equatorial Guinea,GNQ,1998,0.05711809
Equatorial Guinea,GNQ,1999,0.05541334
Equatorial Guinea,GNQ,2000,0.08335715
Equatorial Guinea,GNQ,2001,0.04886402
Equatorial Guinea,GNQ,2002,0.23887925
Equatorial Guinea,GNQ,2003,0.22471449
Equatorial Guinea,GNQ,2004,2.7726607
Equatorial Guinea,GNQ,2005,2.6350021
Equatorial Guinea,GNQ,2006,2.5194998
Equatorial Guinea,GNQ,2007,1.8566618
Equatorial Guinea,GNQ,2008,2.1587958
Equatorial Guinea,GNQ,2009,1.4669446
Equatorial Guinea,GNQ,2010,2.5636663
Equatorial Guinea,GNQ,2011,2.5442822
Equatorial Guinea,GNQ,2012,3.3765278
Equatorial Guinea,GNQ,2013,4.19283
Equatorial Guinea,GNQ,2014,3.6656456
Equatorial Guinea,GNQ,2015,3.1965706
Equatorial Guinea,GNQ,2016,3.6161702
Equatorial Guinea,GNQ,2017,3.2749338
Equatorial Guinea,GNQ,2018,3.3094268
Equatorial Guinea,GNQ,2019,2.3253965
Equatorial Guinea,GNQ,2020,2.683195
Equatorial Guinea,GNQ,2021,3.203236
Equatorial Guinea,GNQ,2022,3.3991199
Equatorial Guinea,GNQ,2023,2.999391
Equatorial Guinea,GNQ,2024,2.9691
Estonia,EST,1830,0
Estonia,EST,1831,0
